GEMS Contest ID,Contest Sort Seq,District Type,District Type Subheading,District Name,Ballot Title,Ballots Counted for District,Registered Voters for District,Percent Turnout for District,Candidate Sort Seq,Ballot Response,Party Preference,Votes,Percent of Votes
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,17,Don L Rivers,(Prefers Democratic Party),2532,0.46
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,16,Dave Reichert,(Prefers Republican Party),108983,19.71
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,5,Jeff Curry,(Prefers Independent Party),969,0.18
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,28,Bill Hirt,(Prefers Republican Party),248,0.04
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,18,Jim Clark,(States No Party Preference),402,0.07
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,12,Ricky Anthony,(Prefers Democratic Party),1290,0.23
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,7,Mark Mullet,(Prefers Democratic Party),45105,8.16
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,23,William Combs,(Prefers Independent Party),155,0.03
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,15,Michael DePaula,(Prefers Libertarian Party),807,0.15
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,6,Alex Tsimerman,(Prefers Standup-America Party),253,0.05
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,10,Andre Stackhouse,(Prefers Green Party),4122,0.75
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,4,Cassondra Magdalene Hanson,(Prefers Democratic Party),4731,0.86
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,30,Semi Bird,(Prefers Republican Party),19436,3.52
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,40,Write-in,,351,0.06
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,22,Frank Dare,(Prefers Independent Party),178,0.03
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,25,Brian Bogen,(Prefers Nonpartisan Party),1219,0.22
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,29,Rosetta Marshall-Williams,(Prefers Independence Party),660,0.12
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,27,Brad Mjelde,(States No Party Preference),247,0.04
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,14,Chaytan Inman,(Prefers Democratic Party),1837,0.33
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,1,Jim Daniel,(Prefers Republican Party),4499,0.81
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,9,Jennifer Hoover,(Prefers Republican Party),2272,0.41
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,20,Leon A Lawson,(Prefers Trump Republican Party),3492,0.63
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,19,Fred Grant,(Prefers Democratic Party),1375,0.25
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,21,Edward Cale IV,(Prefers Democratic Party),554,0.10
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,8,Martin Lee Wheeler,(Prefers Republican Party),868,0.16
6,60,State,State Executive,State of Washington,Governor,556940,1391729,40.02,11,EL'ona Kearney,(Prefers Democratic Party),6541,1.18
166,1670,Precinct Committee Officer,PRECINCT,SEA 46-2357,Precinct Committee Officer - Democratic,260,476,54.62,2,Jim Acker,I affirm I am a Democrat.,27,19.71
166,1670,Precinct Committee Officer,PRECINCT,SEA 46-2357,Precinct Committee Officer - Democratic,260,476,54.62,1,Sharon Perlin,I affirm I am a Democrat.,110,80.29
92,1080,Precinct Committee Officer,PRECINCT,RED 48-2789,Precinct Committee Officer - Democratic,138,615,22.44,2,Zeke Tan,I affirm I am a Democrat.,24,34.78
92,1080,Precinct Committee Officer,PRECINCT,RED 48-2789,Precinct Committee Officer - Democratic,138,615,22.44,1,Scott Aldridge,I affirm I am a Democrat.,45,65.22
110,730,Precinct Committee Officer,PRECINCT,BEL 48-0218,Precinct Committee Officer - Democratic,261,634,41.17,2,Hanna Floss,I affirm I am a Democrat.,76,69.09
110,730,Precinct Committee Officer,PRECINCT,BEL 48-0218,Precinct Committee Officer - Democratic,261,634,41.17,1,Brett Parmacek,I affirm I am a Democrat.,34,30.91
148,1490,Precinct Committee Officer,PRECINCT,SEA 46-1406,Precinct Committee Officer - Democratic,248,398,62.31,2,Scott Alspach,I affirm I am a Democrat.,56,44.80
148,1490,Precinct Committee Officer,PRECINCT,SEA 46-1406,Precinct Committee Officer - Democratic,248,398,62.31,1,R. Elisabeth Burton,I affirm I am a Democrat.,69,55.20
124,1380,Precinct Committee Officer,PRECINCT,SEA 43-1889,Precinct Committee Officer - Democratic,218,484,45.04,2,Elaine Nonneman,I affirm I am a Democrat.,62,69.66
124,1380,Precinct Committee Officer,PRECINCT,SEA 43-1889,Precinct Committee Officer - Democratic,218,484,45.04,1,Alexander Gray,I affirm I am a Democrat.,27,30.34
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,30889,90629,34.08,2,Chris Stearns,(Prefers Democratic Party),16387,55.05
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,30889,90629,34.08,1,Ted Cooke,(Prefers Republican Party),8437,28.35
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,30889,90629,34.08,13,Write-in,,45,0.15
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,30889,90629,34.08,3,Brian Lott,(Prefers Republican Party),4896,16.45
147,800,Precinct Committee Officer,PRECINCT,BUR 33-0489,Precinct Committee Officer - Democratic,269,457,58.86,1,Mike Heinisch,I affirm I am a Democrat.,57,50.44
147,800,Precinct Committee Officer,PRECINCT,BUR 33-0489,Precinct Committee Officer - Democratic,269,457,58.86,2,Jeb Binns,I affirm I am a Democrat.,56,49.56
105,1630,Precinct Committee Officer,PRECINCT,SEA 46-2326,Precinct Committee Officer - Republican,231,533,43.34,2,Sandy Stephens,I affirm I am a Republican.,16,53.33
105,1630,Precinct Committee Officer,PRECINCT,SEA 46-2326,Precinct Committee Officer - Republican,231,533,43.34,1,Timothy Lassley,I affirm I am a Republican.,14,46.67
114,1230,Precinct Committee Officer,PRECINCT,SEA 36-2529,Precinct Committee Officer - Republican,250,473,52.85,1,Claire Brossmann,I affirm I am a Republican.,20,76.92
114,1230,Precinct Committee Officer,PRECINCT,SEA 36-2529,Precinct Committee Officer - Republican,250,473,52.85,2,Udo Brossmann,I affirm I am a Republican.,6,23.08
167,650,Precinct Committee Officer,PRECINCT,B-D 05-3976,Precinct Committee Officer - Democratic,402,947,42.45,1,Maureen C Schnell,I affirm I am a Democrat.,135,75.00
167,650,Precinct Committee Officer,PRECINCT,B-D 05-3976,Precinct Committee Officer - Democratic,402,947,42.45,2,Waylon Menzia,I affirm I am a Democrat.,45,25.00
168,1160,Precinct Committee Officer,PRECINCT,SEA 34-1249,Precinct Committee Officer - Democratic,231,690,33.48,1,Christian Cahua,I affirm I am a Democrat.,56,53.85
168,1160,Precinct Committee Officer,PRECINCT,SEA 34-1249,Precinct Committee Officer - Democratic,231,690,33.48,2,Drew Sayers,I affirm I am a Democrat.,48,46.15
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,38331,94058,40.75,3,Daniel Carusello,(Prefers Democratic Party),5720,16.29
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,38331,94058,40.75,2,Shaun Scott,(Prefers Democratic Party),20746,59.07
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,38331,94058,40.75,14,Write-in,,305,0.87
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,38331,94058,40.75,4,Andrea Suarez,(Prefers Democratic Party),7095,20.20
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,38331,94058,40.75,1,Stephanie LLoyd-Agnew,(Prefers Democrat Party),1254,3.57
137,1830,Precinct Committee Officer,PRECINCT,SHL 32-1053,Precinct Committee Officer - Republican,192,377,50.93,2,Ping Liu,I affirm I am a Republican.,13,23.21
137,1830,Precinct Committee Officer,PRECINCT,SHL 32-1053,Precinct Committee Officer - Republican,192,377,50.93,1,Laura Steinmetz,I affirm I am a Republican.,43,76.79
174,1840,Precinct Committee Officer,PRECINCT,SHL 32-1210,Precinct Committee Officer - Democratic,283,786,36.01,2,Hammad Hashmi,I affirm I am a Democrat.,33,22.00
174,1840,Precinct Committee Officer,PRECINCT,SHL 32-1210,Precinct Committee Officer - Democratic,283,786,36.01,1,Eric Scheir,I affirm I am a Democrat.,117,78.00
123,1110,Precinct Committee Officer,PRECINCT,RIDGE,Precinct Committee Officer - Democratic,271,908,29.85,1,Andee Sane,I affirm I am a Democrat.,66,52.38
123,1110,Precinct Committee Officer,PRECINCT,RIDGE,Precinct Committee Officer - Democratic,271,908,29.85,2,Nicholas Montgomery,I affirm I am a Democrat.,60,47.62
122,890,Precinct Committee Officer,PRECINCT,DES 33-2820,Precinct Committee Officer - Democratic,140,533,26.27,2,Rebecca Alexander,I affirm I am a Democrat.,40,51.28
122,890,Precinct Committee Officer,PRECINCT,DES 33-2820,Precinct Committee Officer - Democratic,140,533,26.27,1,Willie Mills,I affirm I am a Democrat.,38,48.72
90,1060,Precinct Committee Officer,PRECINCT,RED 48-0950,Precinct Committee Officer - Democratic,162,523,30.98,2,Mary G Wirta,I affirm I am a Democrat.,42,62.69
90,1060,Precinct Committee Officer,PRECINCT,RED 48-0950,Precinct Committee Officer - Democratic,162,523,30.98,1,Vikram Garlapati,I affirm I am a Democrat.,25,37.31
133,740,Precinct Committee Officer,PRECINCT,BEL 48-0221,Precinct Committee Officer - Republican,217,687,31.59,1,John E Carlson,I affirm I am a Republican.,46,80.70
133,740,Precinct Committee Officer,PRECINCT,BEL 48-0221,Precinct Committee Officer - Republican,217,687,31.59,2,Sachin Lande,I affirm I am a Republican.,11,19.30
66,790,Precinct Committee Officer,PRECINCT,BUR 33-0311,Precinct Committee Officer - Democratic,304,664,45.78,2,Sabrina Roach,I affirm I am a Democrat.,94,44.76
66,790,Precinct Committee Officer,PRECINCT,BUR 33-0311,Precinct Committee Officer - Democratic,304,664,45.78,1,Linda Akey,I affirm I am a Democrat.,116,55.24
142,1300,Precinct Committee Officer,PRECINCT,SEA 37-3580,Precinct Committee Officer - Democratic,192,536,35.82,2,James Lucking,I affirm I am a Democrat.,40,36.70
142,1300,Precinct Committee Officer,PRECINCT,SEA 37-3580,Precinct Committee Officer - Democratic,192,536,35.82,1,Fran Wood,I affirm I am a Democrat.,69,63.30
67,1200,Precinct Committee Officer,PRECINCT,SEA 36-1398,Precinct Committee Officer - Democratic,261,609,42.86,1,Julia Lain,I affirm I am a Democrat.,99,76.15
67,1200,Precinct Committee Officer,PRECINCT,SEA 36-1398,Precinct Committee Officer - Democratic,261,609,42.86,2,Mackenzie McAninch,I affirm I am a Democrat.,31,23.85
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,2,Dr Raul Garcia,(Prefers GOP Party),71946,13.14
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,8,Scott Nazarino,(Prefers Republican Party),18949,3.46
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,7,Henry Clay Dennison,(Prefers Socialist Workers Party),2592,0.47
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,4,Maria Cantwell,(Prefers Democratic Party),407989,74.54
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,6,Isaac A Holyk,(Prefers Republican Party),14221,2.60
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,11,Goodspaceguy,(Prefers Republican Party),3711,0.68
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,10,Thor Amundson,(Prefers Independent Party),2001,0.37
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,5,Chuck Jackson,(Prefers Independent Party),4216,0.77
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,21,Write-in,,989,0.18
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,3,David Tilton,(Prefers Non-Partisan Party),3774,0.69
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,9,Paul Lawrence Giesick,(Prefers Democratic Party),3994,0.73
1,10,Federal,Federal,Federal,United States Senator,556940,1391729,40.02,1,Mel Ram,(Prefers Republican Party),12970,2.37
17,170,State,Legislative,Legislative District No. 1,Representative Position No. 2,26869,61314,43.82,1,Shelley Kloba,(Prefers Democratic Party),19553,96.03
17,170,State,Legislative,Legislative District No. 1,Representative Position No. 2,26869,61314,43.82,11,Write-in,,809,3.97
59,590,Special Purpose District,Fire,King County Fire Protection District No. 16,Proposition No. 1,12173,26096,46.65,2,No,,4287,37.19
59,590,Special Purpose District,Fire,King County Fire Protection District No. 16,Proposition No. 1,12173,26096,46.65,1,Yes,,7241,62.81
120,1770,Precinct Committee Officer,PRECINCT,SET 33-3104,Precinct Committee Officer - Democratic,224,653,34.30,2,James W. Lovell,I affirm I am a Democrat.,69,50.00
120,1770,Precinct Committee Officer,PRECINCT,SET 33-3104,Precinct Committee Officer - Democratic,224,653,34.30,1,Katie Kresly,I affirm I am a Democrat.,69,50.00
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,150310,432277,34.77,15,Write-in,,258,0.18
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,150310,432277,34.77,4,Mark Greene,(Prefers Republican Party),9414,6.46
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,150310,432277,34.77,1,Melissa Chaudhry,(Prefers Democratic Party),30045,20.62
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,150310,432277,34.77,3,David Ishii,(Prefers Bipartisan Party),956,0.66
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,150310,432277,34.77,2,Paul Martin,(Prefers Republican Party),26558,18.22
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,150310,432277,34.77,5,Adam Smith,(Prefers Democratic Party),78503,53.87
37,370,State,Legislative,Legislative District No. 37,Representative Position No. 1,38782,100928,38.43,11,Write-in,,700,2.11
37,370,State,Legislative,Legislative District No. 37,Representative Position No. 1,38782,100928,38.43,1,Sharon Tomiko Santos,(Prefers Democratic Party),32462,97.89
70,690,Precinct Committee Officer,PRECINCT,BEL 41-3371,Precinct Committee Officer - Republican,219,710,30.85,2,Curt Maier,I affirm I am a Republican.,34,69.39
70,690,Precinct Committee Officer,PRECINCT,BEL 41-3371,Precinct Committee Officer - Republican,219,710,30.85,1,Xia Currie,I affirm I am a Republican.,15,30.61
185,1550,Precinct Committee Officer,PRECINCT,SEA 46-2252,Precinct Committee Officer - Democratic,154,294,52.38,1,Paul Nacamuli,I affirm I am a Democrat.,47,51.65
185,1550,Precinct Committee Officer,PRECINCT,SEA 46-2252,Precinct Committee Officer - Democratic,154,294,52.38,2,Frank Field,I affirm I am a Democrat.,44,48.35
21,210,State,Legislative,Legislative District No. 11,Representative Position No. 1,28622,87958,32.54,1,David Hackney,(Prefers Democratic Party),20639,94.44
21,210,State,Legislative,Legislative District No. 11,Representative Position No. 1,28622,87958,32.54,11,Write-in,,1216,5.56
158,1580,Precinct Committee Officer,PRECINCT,SEA 46-2286,Precinct Committee Officer - Democratic,259,475,54.53,1,Cat Munsen,I affirm I am a Democrat.,78,56.93
158,1580,Precinct Committee Officer,PRECINCT,SEA 46-2286,Precinct Committee Officer - Democratic,259,475,54.53,2,David G Volk,I affirm I am a Democrat.,59,43.07
97,1100,Precinct Committee Officer,PRECINCT,RED 48-3415,Precinct Committee Officer - Democratic,245,858,28.55,1,Osman Salahuddin,I affirm I am a Democrat.,89,67.94
97,1100,Precinct Committee Officer,PRECINCT,RED 48-3415,Precinct Committee Officer - Democratic,245,858,28.55,2,Robin Kimzey,I affirm I am a Democrat.,42,32.06
47,470,State,Legislative,Legislative District No. 46,Representative Position No. 2,45862,102587,44.71,1,Darya Farivar,(Prefers Democratic Party),38130,88.54
47,470,State,Legislative,Legislative District No. 46,Representative Position No. 2,45862,102587,44.71,12,Write-in,,94,0.22
47,470,State,Legislative,Legislative District No. 46,Representative Position No. 2,45862,102587,44.71,2,Simone Barron,(Prefers Republican Party),4843,11.25
132,1000,Precinct Committee Officer,PRECINCT,NEW 41-1115,Precinct Committee Officer - Republican,318,764,41.62,2,David Witham,I affirm I am a Republican.,60,68.97
132,1000,Precinct Committee Officer,PRECINCT,NEW 41-1115,Precinct Committee Officer - Republican,318,764,41.62,1,Yingzhang Chen,I affirm I am a Republican.,27,31.03
171,1440,Precinct Committee Officer,PRECINCT,SEA 46-1269,Precinct Committee Officer - Democratic,213,394,54.06,1,Majken Ryherd,I affirm I am a Democrat.,74,80.43
171,1440,Precinct Committee Officer,PRECINCT,SEA 46-1269,Precinct Committee Officer - Democratic,213,394,54.06,2,Mark Hennon,I affirm I am a Democrat.,18,19.57
87,670,Precinct Committee Officer,PRECINCT,BEL 41-2429,Precinct Committee Officer - Democratic,344,816,42.16,1,Sonja Ross,I affirm I am a Democrat.,69,40.35
87,670,Precinct Committee Officer,PRECINCT,BEL 41-2429,Precinct Committee Officer - Democratic,344,816,42.16,2,Kat Pipkin,I affirm I am a Democrat.,102,59.65
24,240,State,Legislative,Legislative District No. 12,Representative Position No. 2,11430,26781,42.68,13,Write-in,,566,6.66
24,240,State,Legislative,Legislative District No. 12,Representative Position No. 2,11430,26781,42.68,3,Daniel Scott,(Prefers Republican Party),2561,30.14
24,240,State,Legislative,Legislative District No. 12,Representative Position No. 2,11430,26781,42.68,2,Mike Steele,(Prefers Republican Party),5371,63.20
69,640,Precinct Committee Officer,PRECINCT,BACUS,Precinct Committee Officer - Republican,346,761,45.47,1,Sayra Hill,I affirm I am a Republican.,30,31.58
69,640,Precinct Committee Officer,PRECINCT,BACUS,Precinct Committee Officer - Republican,346,761,45.47,2,Barbara Hagstrom,I affirm I am a Republican.,65,68.42
130,980,Precinct Committee Officer,PRECINCT,MARIAN,Precinct Committee Officer - Democratic,172,646,26.63,2,Danielle Davis,I affirm I am a Democrat.,66,66.67
130,980,Precinct Committee Officer,PRECINCT,MARIAN,Precinct Committee Officer - Democratic,172,646,26.63,1,Casper Carrillo,I affirm I am a Democrat.,33,33.33
93,1610,Precinct Committee Officer,PRECINCT,SEA 46-2314,Precinct Committee Officer - Democratic,225,423,53.19,1,Nancy Lichter,I affirm I am a Democrat.,109,71.71
93,1610,Precinct Committee Officer,PRECINCT,SEA 46-2314,Precinct Committee Officer - Democratic,225,423,53.19,2,Lori Lynn Mahieu,I affirm I am a Democrat.,43,28.29
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68592,175381,39.11,1,Orion Webster,(Prefers Republican Party),4173,6.24
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68592,175381,39.11,4,Suzan DelBene,(Prefers Democratic Party),48596,72.66
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68592,175381,39.11,6,Jeb Brewer,(Prefers Republican Party),5268,7.88
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68592,175381,39.11,5,Matt Heines,(Prefers Trump Republican Party),2471,3.69
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68592,175381,39.11,16,Write-in,,209,0.31
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68592,175381,39.11,2,Mary Silva,(Prefers Republican Party),3443,5.15
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68592,175381,39.11,3,Derek Chartrand,(Prefers Calm Rational GOP Party),2725,4.07
145,990,Precinct Committee Officer,PRECINCT,MERLOT,Precinct Committee Officer - Republican,231,495,46.67,1,Jeannie Kriha,I affirm I am a Republican.,33,60.00
145,990,Precinct Committee Officer,PRECINCT,MERLOT,Precinct Committee Officer - Republican,231,495,46.67,2,Deidre Britt Sagrelius,I affirm I am a Republican.,22,40.00
39,390,State,Legislative,Legislative District No. 41,State Senator,40117,99291,40.40,1,Lisa Wellman,(Prefers Democratic Party),27830,73.36
39,390,State,Legislative,Legislative District No. 41,State Senator,40117,99291,40.40,12,Write-in,,100,0.26
39,390,State,Legislative,Legislative District No. 41,State Senator,40117,99291,40.40,2,Jaskaran Singh Sarao,(Prefers Republican Party),10005,26.37
119,1570,Precinct Committee Officer,PRECINCT,SEA 46-2271,Precinct Committee Officer - Democratic,255,500,51.00,2,Margaret Cary,I affirm I am a Democrat.,93,75.61
119,1570,Precinct Committee Officer,PRECINCT,SEA 46-2271,Precinct Committee Officer - Democratic,255,500,51.00,1,Don Doering,I affirm I am a Democrat.,30,24.39
29,290,State,Legislative,Legislative District No. 32,Representative Position No. 1,23183,51987,44.59,12,Write-in,,26,0.12
29,290,State,Legislative,Legislative District No. 32,Representative Position No. 1,23183,51987,44.59,2,Lisa Rezac,(Prefers Republican Party),4183,18.72
29,290,State,Legislative,Legislative District No. 32,Representative Position No. 1,23183,51987,44.59,1,Cindy Ryu,(Prefers Democratic Party),18137,81.16
169,720,Precinct Committee Officer,PRECINCT,BEL 48-0212,Precinct Committee Officer - Democratic,231,701,32.95,2,Ron Lovell,I affirm I am a Democrat.,117,76.97
169,720,Precinct Committee Officer,PRECINCT,BEL 48-0212,Precinct Committee Officer - Democratic,231,701,32.95,1,Nagesh Pabbisetty,I affirm I am a Democrat.,35,23.03
186,840,Precinct Committee Officer,PRECINCT,COV 47-0566,Precinct Committee Officer - Republican,117,434,26.96,1,Lisa Templeton,I affirm I am a Republican.,35,67.31
186,840,Precinct Committee Officer,PRECINCT,COV 47-0566,Precinct Committee Officer - Republican,117,434,26.96,2,Kimberley Pitcher,I affirm I am a Republican.,17,32.69
155,1810,Precinct Committee Officer,PRECINCT,SHL 32-0474,Precinct Committee Officer - Democratic,149,360,41.39,2,Bradley Cabe,I affirm I am a Democrat.,31,50.00
155,1810,Precinct Committee Officer,PRECINCT,SHL 32-0474,Precinct Committee Officer - Democratic,149,360,41.39,1,Abe Bender,I affirm I am a Democrat.,31,50.00
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,4767,12923,36.89,14,Write-in,,6,0.13
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,4767,12923,36.89,1,Bill Thomas,(Prefers Democratic Party),352,7.79
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,4767,12923,36.89,3,Brian L. Gunn,(Prefers Democratic Party),1579,34.96
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,4767,12923,36.89,4,Brandon Beynon,(Prefers Republican Party),952,21.08
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,4767,12923,36.89,2,Joshua Penner,(Prefers Republican Party),1627,36.03
45,450,State,Legislative,Legislative District No. 45,Representative Position No. 2,41206,97930,42.08,2,Melissa Demyan,(Prefers Democratic Party),16349,47.62
45,450,State,Legislative,Legislative District No. 45,Representative Position No. 2,41206,97930,42.08,12,Write-in,,1118,3.26
