GEMS Contest ID,Contest Sort Seq,District Type,District Type Subheading,District Name,Ballot Title,Ballots Counted for District,Registered Voters for District,Percent Turnout for District,Candidate Sort Seq,Ballot Response,Party Preference,Votes,Percent of Votes
51,175,State,Legislative,Legislative District No. 5,State Senator,36811,107598,34.21,1,Bill Ramos,(Prefers Democratic Party),19148,53.71
51,175,State,Legislative,Legislative District No. 5,State Senator,36811,107598,34.21,2,Chad Magendanz,(Prefers Republican Party),16479,46.22
51,175,State,Legislative,Legislative District No. 5,State Senator,36811,107598,34.21,12,Write-in,,25,0.07
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,13,Bob Ferguson,(Prefers Democratic Party),260234,60.98
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,26,A.L. Brown,(Prefers Republican Party),410,0.10
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,24,Alan Makayev,(Prefers Nonsense Busters Party),184,0.04
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,17,Don L Rivers,(Prefers Democratic Party),1796,0.42
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,16,Dave Reichert,(Prefers Republican Party),87377,20.48
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,5,Jeff Curry,(Prefers Independent Party),729,0.17
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,28,Bill Hirt,(Prefers Republican Party),205,0.05
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,18,Jim Clark,(States No Party Preference),320,0.07
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,12,Ricky Anthony,(Prefers Democratic Party),1004,0.24
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,7,Mark Mullet,(Prefers Democratic Party),34309,8.04
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,23,William Combs,(Prefers Independent Party),125,0.03
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,15,Michael DePaula,(Prefers Libertarian Party),575,0.13
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,6,Alex Tsimerman,(Prefers Standup-America Party),193,0.05
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,10,Andre Stackhouse,(Prefers Green Party),2846,0.67
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,4,Cassondra Magdalene Hanson,(Prefers Democratic Party),3762,0.88
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,30,Semi Bird,(Prefers Republican Party),14041,3.29
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,40,Write-in,,251,0.06
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,22,Frank Dare,(Prefers Independent Party),143,0.03
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,25,Brian Bogen,(Prefers Nonpartisan Party),869,0.20
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,29,Rosetta Marshall-Williams,(Prefers Independence Party),498,0.12
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,27,Brad Mjelde,(States No Party Preference),186,0.04
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,14,Chaytan Inman,(Prefers Democratic Party),1335,0.31
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,1,Jim Daniel,(Prefers Republican Party),3763,0.88
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,9,Jennifer Hoover,(Prefers Republican Party),1842,0.43
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,20,Leon A Lawson,(Prefers Trump Republican Party),2887,0.68
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,19,Fred Grant,(Prefers Democratic Party),1069,0.25
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,21,Edward Cale IV,(Prefers Democratic Party),419,0.10
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,8,Martin Lee Wheeler,(Prefers Republican Party),724,0.17
6,60,State,State Executive,State of Washington,Governor,430699,1391729,30.95,11,EL'ona Kearney,(Prefers Democratic Party),4625,1.08
166,1670,Precinct Committee Officer,PRECINCT,SEA 46-2357,Precinct Committee Officer - Democratic,212,476,44.54,2,Jim Acker,I affirm I am a Democrat.,21,19.44
166,1670,Precinct Committee Officer,PRECINCT,SEA 46-2357,Precinct Committee Officer - Democratic,212,476,44.54,1,Sharon Perlin,I affirm I am a Democrat.,87,80.56
92,1080,Precinct Committee Officer,PRECINCT,RED 48-2789,Precinct Committee Officer - Democratic,123,615,20.00,2,Zeke Tan,I affirm I am a Democrat.,20,32.26
92,1080,Precinct Committee Officer,PRECINCT,RED 48-2789,Precinct Committee Officer - Democratic,123,615,20.00,1,Scott Aldridge,I affirm I am a Democrat.,42,67.74
110,730,Precinct Committee Officer,PRECINCT,BEL 48-0218,Precinct Committee Officer - Democratic,198,634,31.23,2,Hanna Floss,I affirm I am a Democrat.,58,66.67
110,730,Precinct Committee Officer,PRECINCT,BEL 48-0218,Precinct Committee Officer - Democratic,198,634,31.23,1,Brett Parmacek,I affirm I am a Democrat.,29,33.33
148,1490,Precinct Committee Officer,PRECINCT,SEA 46-1406,Precinct Committee Officer - Democratic,222,398,55.78,2,Scott Alspach,I affirm I am a Democrat.,52,44.44
148,1490,Precinct Committee Officer,PRECINCT,SEA 46-1406,Precinct Committee Officer - Democratic,222,398,55.78,1,R. Elisabeth Burton,I affirm I am a Democrat.,65,55.56
124,1380,Precinct Committee Officer,PRECINCT,SEA 43-1889,Precinct Committee Officer - Democratic,176,484,36.36,2,Elaine Nonneman,I affirm I am a Democrat.,49,66.22
124,1380,Precinct Committee Officer,PRECINCT,SEA 43-1889,Precinct Committee Officer - Democratic,176,484,36.36,1,Alexander Gray,I affirm I am a Democrat.,25,33.78
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,25510,90629,28.15,2,Chris Stearns,(Prefers Democratic Party),13527,54.89
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,25510,90629,28.15,1,Ted Cooke,(Prefers Republican Party),7017,28.47
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,25510,90629,28.15,13,Write-in,,32,0.13
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,25510,90629,28.15,3,Brian Lott,(Prefers Republican Party),4067,16.50
147,800,Precinct Committee Officer,PRECINCT,BUR 33-0489,Precinct Committee Officer - Democratic,231,457,50.55,1,Mike Heinisch,I affirm I am a Democrat.,51,51.52
147,800,Precinct Committee Officer,PRECINCT,BUR 33-0489,Precinct Committee Officer - Democratic,231,457,50.55,2,Jeb Binns,I affirm I am a Democrat.,48,48.48
105,1630,Precinct Committee Officer,PRECINCT,SEA 46-2326,Precinct Committee Officer - Republican,182,533,34.15,2,Sandy Stephens,I affirm I am a Republican.,14,51.85
105,1630,Precinct Committee Officer,PRECINCT,SEA 46-2326,Precinct Committee Officer - Republican,182,533,34.15,1,Timothy Lassley,I affirm I am a Republican.,13,48.15
114,1230,Precinct Committee Officer,PRECINCT,SEA 36-2529,Precinct Committee Officer - Republican,183,473,38.69,1,Claire Brossmann,I affirm I am a Republican.,15,75.00
114,1230,Precinct Committee Officer,PRECINCT,SEA 36-2529,Precinct Committee Officer - Republican,183,473,38.69,2,Udo Brossmann,I affirm I am a Republican.,5,25.00
167,650,Precinct Committee Officer,PRECINCT,B-D 05-3976,Precinct Committee Officer - Democratic,302,947,31.89,1,Maureen C Schnell,I affirm I am a Democrat.,101,77.10
167,650,Precinct Committee Officer,PRECINCT,B-D 05-3976,Precinct Committee Officer - Democratic,302,947,31.89,2,Waylon Menzia,I affirm I am a Democrat.,30,22.90
168,1160,Precinct Committee Officer,PRECINCT,SEA 34-1249,Precinct Committee Officer - Democratic,158,690,22.90,1,Christian Cahua,I affirm I am a Democrat.,44,56.41
168,1160,Precinct Committee Officer,PRECINCT,SEA 34-1249,Precinct Committee Officer - Democratic,158,690,22.90,2,Drew Sayers,I affirm I am a Democrat.,34,43.59
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,29302,94058,31.15,3,Daniel Carusello,(Prefers Democratic Party),4599,17.15
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,29302,94058,31.15,2,Shaun Scott,(Prefers Democratic Party),15101,56.32
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,29302,94058,31.15,14,Write-in,,248,0.92
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,29302,94058,31.15,4,Andrea Suarez,(Prefers Democratic Party),5858,21.85
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,29302,94058,31.15,1,Stephanie LLoyd-Agnew,(Prefers Democrat Party),1005,3.75
137,1830,Precinct Committee Officer,PRECINCT,SHL 32-1053,Precinct Committee Officer - Republican,135,377,35.81,2,Ping Liu,I affirm I am a Republican.,10,25.64
137,1830,Precinct Committee Officer,PRECINCT,SHL 32-1053,Precinct Committee Officer - Republican,135,377,35.81,1,Laura Steinmetz,I affirm I am a Republican.,29,74.36
174,1840,Precinct Committee Officer,PRECINCT,SHL 32-1210,Precinct Committee Officer - Democratic,235,786,29.90,2,Hammad Hashmi,I affirm I am a Democrat.,27,20.77
174,1840,Precinct Committee Officer,PRECINCT,SHL 32-1210,Precinct Committee Officer - Democratic,235,786,29.90,1,Eric Scheir,I affirm I am a Democrat.,103,79.23
123,1110,Precinct Committee Officer,PRECINCT,RIDGE,Precinct Committee Officer - Democratic,224,908,24.67,1,Andee Sane,I affirm I am a Democrat.,53,48.62
123,1110,Precinct Committee Officer,PRECINCT,RIDGE,Precinct Committee Officer - Democratic,224,908,24.67,2,Nicholas Montgomery,I affirm I am a Democrat.,56,51.38
122,890,Precinct Committee Officer,PRECINCT,DES 33-2820,Precinct Committee Officer - Democratic,98,533,18.39,2,Rebecca Alexander,I affirm I am a Democrat.,30,60.00
122,890,Precinct Committee Officer,PRECINCT,DES 33-2820,Precinct Committee Officer - Democratic,98,533,18.39,1,Willie Mills,I affirm I am a Democrat.,20,40.00
90,1060,Precinct Committee Officer,PRECINCT,RED 48-0950,Precinct Committee Officer - Democratic,149,523,28.49,2,Mary G Wirta,I affirm I am a Democrat.,40,61.54
90,1060,Precinct Committee Officer,PRECINCT,RED 48-0950,Precinct Committee Officer - Democratic,149,523,28.49,1,Vikram Garlapati,I affirm I am a Democrat.,25,38.46
133,740,Precinct Committee Officer,PRECINCT,BEL 48-0221,Precinct Committee Officer - Republican,164,687,23.87,1,John E Carlson,I affirm I am a Republican.,32,76.19
133,740,Precinct Committee Officer,PRECINCT,BEL 48-0221,Precinct Committee Officer - Republican,164,687,23.87,2,Sachin Lande,I affirm I am a Republican.,10,23.81
66,790,Precinct Committee Officer,PRECINCT,BUR 33-0311,Precinct Committee Officer - Democratic,273,664,41.11,2,Sabrina Roach,I affirm I am a Democrat.,87,45.55
66,790,Precinct Committee Officer,PRECINCT,BUR 33-0311,Precinct Committee Officer - Democratic,273,664,41.11,1,Linda Akey,I affirm I am a Democrat.,104,54.45
142,1300,Precinct Committee Officer,PRECINCT,SEA 37-3580,Precinct Committee Officer - Democratic,129,536,24.07,2,James Lucking,I affirm I am a Democrat.,24,33.33
142,1300,Precinct Committee Officer,PRECINCT,SEA 37-3580,Precinct Committee Officer - Democratic,129,536,24.07,1,Fran Wood,I affirm I am a Democrat.,48,66.67
67,1200,Precinct Committee Officer,PRECINCT,SEA 36-1398,Precinct Committee Officer - Democratic,185,609,30.38,1,Julia Lain,I affirm I am a Democrat.,67,72.83
67,1200,Precinct Committee Officer,PRECINCT,SEA 36-1398,Precinct Committee Officer - Democratic,185,609,30.38,2,Mackenzie McAninch,I affirm I am a Democrat.,25,27.17
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,2,Dr Raul Garcia,(Prefers GOP Party),56457,13.34
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,8,Scott Nazarino,(Prefers Republican Party),15200,3.59
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,7,Henry Clay Dennison,(Prefers Socialist Workers Party),1804,0.43
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,4,Maria Cantwell,(Prefers Democratic Party),313894,74.16
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,6,Isaac A Holyk,(Prefers Republican Party),11282,2.67
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,11,Goodspaceguy,(Prefers Republican Party),2924,0.69
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,10,Thor Amundson,(Prefers Independent Party),1478,0.35
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,5,Chuck Jackson,(Prefers Independent Party),3142,0.74
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,21,Write-in,,657,0.16
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,3,David Tilton,(Prefers Non-Partisan Party),2724,0.64
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,9,Paul Lawrence Giesick,(Prefers Democratic Party),3058,0.72
1,10,Federal,Federal,Federal,United States Senator,430699,1391729,30.95,1,Mel Ram,(Prefers Republican Party),10665,2.52
17,170,State,Legislative,Legislative District No. 1,Representative Position No. 2,20267,61314,33.05,1,Shelley Kloba,(Prefers Democratic Party),14909,96.14
17,170,State,Legislative,Legislative District No. 1,Representative Position No. 2,20267,61314,33.05,11,Write-in,,598,3.86
59,590,Special Purpose District,Fire,King County Fire Protection District No. 16,Proposition No. 1,9026,26096,34.59,2,No,,3195,37.16
59,590,Special Purpose District,Fire,King County Fire Protection District No. 16,Proposition No. 1,9026,26096,34.59,1,Yes,,5403,62.84
120,1770,Precinct Committee Officer,PRECINCT,SET 33-3104,Precinct Committee Officer - Democratic,165,653,25.27,2,James W. Lovell,I affirm I am a Democrat.,52,53.06
120,1770,Precinct Committee Officer,PRECINCT,SET 33-3104,Precinct Committee Officer - Democratic,165,653,25.27,1,Katie Kresly,I affirm I am a Democrat.,46,46.94
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,113200,432277,26.19,15,Write-in,,205,0.19
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,113200,432277,26.19,4,Mark Greene,(Prefers Republican Party),7277,6.64
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,113200,432277,26.19,1,Melissa Chaudhry,(Prefers Democratic Party),20150,18.38
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,113200,432277,26.19,3,David Ishii,(Prefers Bipartisan Party),743,0.68
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,113200,432277,26.19,2,Paul Martin,(Prefers Republican Party),20708,18.89
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,113200,432277,26.19,5,Adam Smith,(Prefers Democratic Party),60549,55.23
37,370,State,Legislative,Legislative District No. 37,Representative Position No. 1,26955,100928,26.71,11,Write-in,,532,2.30
37,370,State,Legislative,Legislative District No. 37,Representative Position No. 1,26955,100928,26.71,1,Sharon Tomiko Santos,(Prefers Democratic Party),22577,97.70
70,690,Precinct Committee Officer,PRECINCT,BEL 41-3371,Precinct Committee Officer - Republican,188,710,26.48,2,Curt Maier,I affirm I am a Republican.,32,69.57
70,690,Precinct Committee Officer,PRECINCT,BEL 41-3371,Precinct Committee Officer - Republican,188,710,26.48,1,Xia Currie,I affirm I am a Republican.,14,30.43
185,1550,Precinct Committee Officer,PRECINCT,SEA 46-2252,Precinct Committee Officer - Democratic,125,294,42.52,1,Paul Nacamuli,I affirm I am a Democrat.,39,54.93
185,1550,Precinct Committee Officer,PRECINCT,SEA 46-2252,Precinct Committee Officer - Democratic,125,294,42.52,2,Frank Field,I affirm I am a Democrat.,32,45.07
21,210,State,Legislative,Legislative District No. 11,Representative Position No. 1,22645,87958,25.75,1,David Hackney,(Prefers Democratic Party),16334,94.35
21,210,State,Legislative,Legislative District No. 11,Representative Position No. 1,22645,87958,25.75,11,Write-in,,979,5.65
158,1580,Precinct Committee Officer,PRECINCT,SEA 46-2286,Precinct Committee Officer - Democratic,213,475,44.84,1,Cat Munsen,I affirm I am a Democrat.,61,56.48
158,1580,Precinct Committee Officer,PRECINCT,SEA 46-2286,Precinct Committee Officer - Democratic,213,475,44.84,2,David G Volk,I affirm I am a Democrat.,47,43.52
97,1100,Precinct Committee Officer,PRECINCT,RED 48-3415,Precinct Committee Officer - Democratic,200,858,23.31,1,Osman Salahuddin,I affirm I am a Democrat.,75,66.37
97,1100,Precinct Committee Officer,PRECINCT,RED 48-3415,Precinct Committee Officer - Democratic,200,858,23.31,2,Robin Kimzey,I affirm I am a Democrat.,38,33.63
47,470,State,Legislative,Legislative District No. 46,Representative Position No. 2,35898,102587,34.99,1,Darya Farivar,(Prefers Democratic Party),29761,87.97
47,470,State,Legislative,Legislative District No. 46,Representative Position No. 2,35898,102587,34.99,12,Write-in,,72,0.21
47,470,State,Legislative,Legislative District No. 46,Representative Position No. 2,35898,102587,34.99,2,Simone Barron,(Prefers Republican Party),3998,11.82
132,1000,Precinct Committee Officer,PRECINCT,NEW 41-1115,Precinct Committee Officer - Republican,231,764,30.24,2,David Witham,I affirm I am a Republican.,41,67.21
132,1000,Precinct Committee Officer,PRECINCT,NEW 41-1115,Precinct Committee Officer - Republican,231,764,30.24,1,Yingzhang Chen,I affirm I am a Republican.,20,32.79
171,1440,Precinct Committee Officer,PRECINCT,SEA 46-1269,Precinct Committee Officer - Democratic,164,394,41.62,1,Majken Ryherd,I affirm I am a Democrat.,56,80.00
171,1440,Precinct Committee Officer,PRECINCT,SEA 46-1269,Precinct Committee Officer - Democratic,164,394,41.62,2,Mark Hennon,I affirm I am a Democrat.,14,20.00
87,670,Precinct Committee Officer,PRECINCT,BEL 41-2429,Precinct Committee Officer - Democratic,255,816,31.25,1,Sonja Ross,I affirm I am a Democrat.,49,39.20
87,670,Precinct Committee Officer,PRECINCT,BEL 41-2429,Precinct Committee Officer - Democratic,255,816,31.25,2,Kat Pipkin,I affirm I am a Democrat.,76,60.80
24,240,State,Legislative,Legislative District No. 12,Representative Position No. 2,8054,26781,30.07,13,Write-in,,397,6.56
24,240,State,Legislative,Legislative District No. 12,Representative Position No. 2,8054,26781,30.07,3,Daniel Scott,(Prefers Republican Party),1836,30.32
24,240,State,Legislative,Legislative District No. 12,Representative Position No. 2,8054,26781,30.07,2,Mike Steele,(Prefers Republican Party),3823,63.13
69,640,Precinct Committee Officer,PRECINCT,BACUS,Precinct Committee Officer - Republican,248,761,32.59,1,Sayra Hill,I affirm I am a Republican.,25,40.32
69,640,Precinct Committee Officer,PRECINCT,BACUS,Precinct Committee Officer - Republican,248,761,32.59,2,Barbara Hagstrom,I affirm I am a Republican.,37,59.68
130,980,Precinct Committee Officer,PRECINCT,MARIAN,Precinct Committee Officer - Democratic,111,646,17.18,2,Danielle Davis,I affirm I am a Democrat.,49,69.01
130,980,Precinct Committee Officer,PRECINCT,MARIAN,Precinct Committee Officer - Democratic,111,646,17.18,1,Casper Carrillo,I affirm I am a Democrat.,22,30.99
93,1610,Precinct Committee Officer,PRECINCT,SEA 46-2314,Precinct Committee Officer - Democratic,173,423,40.90,1,Nancy Lichter,I affirm I am a Democrat.,87,72.50
93,1610,Precinct Committee Officer,PRECINCT,SEA 46-2314,Precinct Committee Officer - Democratic,173,423,40.90,2,Lori Lynn Mahieu,I affirm I am a Democrat.,33,27.50
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,55420,175381,31.60,1,Orion Webster,(Prefers Republican Party),3436,6.36
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,55420,175381,31.60,4,Suzan DelBene,(Prefers Democratic Party),39325,72.74
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,55420,175381,31.60,6,Jeb Brewer,(Prefers Republican Party),4134,7.65
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,55420,175381,31.60,5,Matt Heines,(Prefers Trump Republican Party),2043,3.78
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,55420,175381,31.60,16,Write-in,,139,0.26
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,55420,175381,31.60,2,Mary Silva,(Prefers Republican Party),2856,5.28
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,55420,175381,31.60,3,Derek Chartrand,(Prefers Calm Rational GOP Party),2126,3.93
145,990,Precinct Committee Officer,PRECINCT,MERLOT,Precinct Committee Officer - Republican,180,495,36.36,1,Jeannie Kriha,I affirm I am a Republican.,26,60.47
145,990,Precinct Committee Officer,PRECINCT,MERLOT,Precinct Committee Officer - Republican,180,495,36.36,2,Deidre Britt Sagrelius,I affirm I am a Republican.,17,39.53
39,390,State,Legislative,Legislative District No. 41,State Senator,31082,99291,31.30,1,Lisa Wellman,(Prefers Democratic Party),21704,73.47
39,390,State,Legislative,Legislative District No. 41,State Senator,31082,99291,31.30,12,Write-in,,81,0.27
39,390,State,Legislative,Legislative District No. 41,State Senator,31082,99291,31.30,2,Jaskaran Singh Sarao,(Prefers Republican Party),7758,26.26
119,1570,Precinct Committee Officer,PRECINCT,SEA 46-2271,Precinct Committee Officer - Democratic,212,500,42.40,2,Margaret Cary,I affirm I am a Democrat.,77,74.04
119,1570,Precinct Committee Officer,PRECINCT,SEA 46-2271,Precinct Committee Officer - Democratic,212,500,42.40,1,Don Doering,I affirm I am a Democrat.,27,25.96
29,290,State,Legislative,Legislative District No. 32,Representative Position No. 1,18262,51987,35.13,12,Write-in,,18,0.10
29,290,State,Legislative,Legislative District No. 32,Representative Position No. 1,18262,51987,35.13,2,Lisa Rezac,(Prefers Republican Party),3442,19.48
29,290,State,Legislative,Legislative District No. 32,Representative Position No. 1,18262,51987,35.13,1,Cindy Ryu,(Prefers Democratic Party),14208,80.42
169,720,Precinct Committee Officer,PRECINCT,BEL 48-0212,Precinct Committee Officer - Democratic,205,701,29.24,2,Ron Lovell,I affirm I am a Democrat.,107,78.68
169,720,Precinct Committee Officer,PRECINCT,BEL 48-0212,Precinct Committee Officer - Democratic,205,701,29.24,1,Nagesh Pabbisetty,I affirm I am a Democrat.,29,21.32
186,840,Precinct Committee Officer,PRECINCT,COV 47-0566,Precinct Committee Officer - Republican,104,434,23.96,1,Lisa Templeton,I affirm I am a Republican.,35,71.43
186,840,Precinct Committee Officer,PRECINCT,COV 47-0566,Precinct Committee Officer - Republican,104,434,23.96,2,Kimberley Pitcher,I affirm I am a Republican.,14,28.57
155,1810,Precinct Committee Officer,PRECINCT,SHL 32-0474,Precinct Committee Officer - Democratic,119,360,33.06,2,Bradley Cabe,I affirm I am a Democrat.,24,47.06
155,1810,Precinct Committee Officer,PRECINCT,SHL 32-0474,Precinct Committee Officer - Democratic,119,360,33.06,1,Abe Bender,I affirm I am a Democrat.,27,52.94
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,3806,12923,29.45,14,Write-in,,4,0.11
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,3806,12923,29.45,1,Bill Thomas,(Prefers Democratic Party),294,8.12
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,3806,12923,29.45,3,Brian L. Gunn,(Prefers Democratic Party),1264,34.92
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,3806,12923,29.45,4,Brandon Beynon,(Prefers Republican Party),759,20.97
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,3806,12923,29.45,2,Joshua Penner,(Prefers Republican Party),1299,35.88
45,450,State,Legislative,Legislative District No. 45,Representative Position No. 2,33541,97930,34.25,2,Melissa Demyan,(Prefers Democratic Party),12945,46.33
45,450,State,Legislative,Legislative District No. 45,Representative Position No. 2,33541,97930,34.25,12,Write-in,,894,3.20
