GEMS Contest ID,Contest Sort Seq,District Type,District Type Subheading,District Name,Ballot Title,Ballots Counted for District,Registered Voters for District,Percent Turnout for District,Candidate Sort Seq,Ballot Response,Party Preference,Votes,Percent of Votes
94,1520,Precinct Committee Officer,PRECINCT,SEA 46-2094,Precinct Committee Officer - Democratic,139,274,50.73,2,Michele Bat-or,I affirm I am a Democrat.,18,25.71
94,1520,Precinct Committee Officer,PRECINCT,SEA 46-2094,Precinct Committee Officer - Democratic,139,274,50.73,1,Cindy S Keyser,I affirm I am a Democrat.,52,74.29
136,900,Precinct Committee Officer,PRECINCT,DUV 45-3219,Precinct Committee Officer - Republican,342,817,41.86,2,Yuping Liu,I affirm I am a Republican.,12,15.79
136,900,Precinct Committee Officer,PRECINCT,DUV 45-3219,Precinct Committee Officer - Republican,342,817,41.86,1,Joseph H. Vandal,I affirm I am a Republican.,64,84.21
108,1270,Precinct Committee Officer,PRECINCT,SEA 37-1840,Precinct Committee Officer - Democratic,298,760,39.21,2,Mariah Odessa Mitchell,I affirm I am a Democrat.,60,43.48
108,1270,Precinct Committee Officer,PRECINCT,SEA 37-1840,Precinct Committee Officer - Democratic,298,760,39.21,3,Shelby Leo Green III,I affirm I am a Democrat.,34,24.64
108,1270,Precinct Committee Officer,PRECINCT,SEA 37-1840,Precinct Committee Officer - Democratic,298,760,39.21,1,Richard O'Neill,I affirm I am a Democrat.,44,31.88
51,175,State,Legislative,Legislative District No. 5,State Senator,46494,107598,43.21,1,Bill Ramos,(Prefers Democratic Party),24146,53.75
51,175,State,Legislative,Legislative District No. 5,State Senator,46494,107598,43.21,2,Chad Magendanz,(Prefers Republican Party),20733,46.16
51,175,State,Legislative,Legislative District No. 5,State Senator,46494,107598,43.21,12,Write-in,,41,0.09
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,13,Bob Ferguson,(Prefers Democratic Party),337073,61.35
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,26,A.L. Brown,(Prefers Republican Party),497,0.09
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,24,Alan Makayev,(Prefers Nonsense Busters Party),247,0.04
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,17,Don L Rivers,(Prefers Democratic Party),2499,0.45
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,16,Dave Reichert,(Prefers Republican Party),108435,19.74
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,5,Jeff Curry,(Prefers Independent Party),962,0.18
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,28,Bill Hirt,(Prefers Republican Party),245,0.04
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,18,Jim Clark,(States No Party Preference),392,0.07
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,12,Ricky Anthony,(Prefers Democratic Party),1282,0.23
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,7,Mark Mullet,(Prefers Democratic Party),44751,8.15
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,23,William Combs,(Prefers Independent Party),154,0.03
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,15,Michael DePaula,(Prefers Libertarian Party),798,0.15
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,6,Alex Tsimerman,(Prefers Standup-America Party),248,0.05
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,10,Andre Stackhouse,(Prefers Green Party),4059,0.74
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,4,Cassondra Magdalene Hanson,(Prefers Democratic Party),4673,0.85
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,30,Semi Bird,(Prefers Republican Party),19232,3.50
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,40,Write-in,,348,0.06
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,22,Frank Dare,(Prefers Independent Party),176,0.03
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,25,Brian Bogen,(Prefers Nonpartisan Party),1207,0.22
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,29,Rosetta Marshall-Williams,(Prefers Independence Party),644,0.12
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,27,Brad Mjelde,(States No Party Preference),246,0.04
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,14,Chaytan Inman,(Prefers Democratic Party),1816,0.33
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,1,Jim Daniel,(Prefers Republican Party),4472,0.81
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,9,Jennifer Hoover,(Prefers Republican Party),2255,0.41
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,20,Leon A Lawson,(Prefers Trump Republican Party),3464,0.63
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,19,Fred Grant,(Prefers Democratic Party),1365,0.25
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,21,Edward Cale IV,(Prefers Democratic Party),544,0.10
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,8,Martin Lee Wheeler,(Prefers Republican Party),865,0.16
6,60,State,State Executive,State of Washington,Governor,554031,1391729,39.81,11,EL'ona Kearney,(Prefers Democratic Party),6461,1.18
166,1670,Precinct Committee Officer,PRECINCT,SEA 46-2357,Precinct Committee Officer - Democratic,259,476,54.41,2,Jim Acker,I affirm I am a Democrat.,27,19.71
166,1670,Precinct Committee Officer,PRECINCT,SEA 46-2357,Precinct Committee Officer - Democratic,259,476,54.41,1,Sharon Perlin,I affirm I am a Democrat.,110,80.29
92,1080,Precinct Committee Officer,PRECINCT,RED 48-2789,Precinct Committee Officer - Democratic,137,615,22.28,2,Zeke Tan,I affirm I am a Democrat.,24,34.78
92,1080,Precinct Committee Officer,PRECINCT,RED 48-2789,Precinct Committee Officer - Democratic,137,615,22.28,1,Scott Aldridge,I affirm I am a Democrat.,45,65.22
110,730,Precinct Committee Officer,PRECINCT,BEL 48-0218,Precinct Committee Officer - Democratic,261,634,41.17,2,Hanna Floss,I affirm I am a Democrat.,76,69.09
110,730,Precinct Committee Officer,PRECINCT,BEL 48-0218,Precinct Committee Officer - Democratic,261,634,41.17,1,Brett Parmacek,I affirm I am a Democrat.,34,30.91
148,1490,Precinct Committee Officer,PRECINCT,SEA 46-1406,Precinct Committee Officer - Democratic,247,398,62.06,2,Scott Alspach,I affirm I am a Democrat.,56,44.80
148,1490,Precinct Committee Officer,PRECINCT,SEA 46-1406,Precinct Committee Officer - Democratic,247,398,62.06,1,R. Elisabeth Burton,I affirm I am a Democrat.,69,55.20
124,1380,Precinct Committee Officer,PRECINCT,SEA 43-1889,Precinct Committee Officer - Democratic,218,484,45.04,2,Elaine Nonneman,I affirm I am a Democrat.,62,69.66
124,1380,Precinct Committee Officer,PRECINCT,SEA 43-1889,Precinct Committee Officer - Democratic,218,484,45.04,1,Alexander Gray,I affirm I am a Democrat.,27,30.34
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,30763,90629,33.94,2,Chris Stearns,(Prefers Democratic Party),16321,55.07
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,30763,90629,33.94,1,Ted Cooke,(Prefers Republican Party),8408,28.37
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,30763,90629,33.94,13,Write-in,,45,0.15
19,485,State,Legislative,Legislative District No. 47,Representative Position No. 2,30763,90629,33.94,3,Brian Lott,(Prefers Republican Party),4861,16.40
147,800,Precinct Committee Officer,PRECINCT,BUR 33-0489,Precinct Committee Officer - Democratic,269,457,58.86,1,Mike Heinisch,I affirm I am a Democrat.,57,50.44
147,800,Precinct Committee Officer,PRECINCT,BUR 33-0489,Precinct Committee Officer - Democratic,269,457,58.86,2,Jeb Binns,I affirm I am a Democrat.,56,49.56
105,1630,Precinct Committee Officer,PRECINCT,SEA 46-2326,Precinct Committee Officer - Republican,229,533,42.96,2,Sandy Stephens,I affirm I am a Republican.,15,51.72
105,1630,Precinct Committee Officer,PRECINCT,SEA 46-2326,Precinct Committee Officer - Republican,229,533,42.96,1,Timothy Lassley,I affirm I am a Republican.,14,48.28
114,1230,Precinct Committee Officer,PRECINCT,SEA 36-2529,Precinct Committee Officer - Republican,248,473,52.43,1,Claire Brossmann,I affirm I am a Republican.,20,76.92
114,1230,Precinct Committee Officer,PRECINCT,SEA 36-2529,Precinct Committee Officer - Republican,248,473,52.43,2,Udo Brossmann,I affirm I am a Republican.,6,23.08
167,650,Precinct Committee Officer,PRECINCT,B-D 05-3976,Precinct Committee Officer - Democratic,401,947,42.34,1,Maureen C Schnell,I affirm I am a Democrat.,134,74.86
167,650,Precinct Committee Officer,PRECINCT,B-D 05-3976,Precinct Committee Officer - Democratic,401,947,42.34,2,Waylon Menzia,I affirm I am a Democrat.,45,25.14
168,1160,Precinct Committee Officer,PRECINCT,SEA 34-1249,Precinct Committee Officer - Democratic,230,690,33.33,1,Christian Cahua,I affirm I am a Democrat.,56,53.85
168,1160,Precinct Committee Officer,PRECINCT,SEA 34-1249,Precinct Committee Officer - Democratic,230,690,33.33,2,Drew Sayers,I affirm I am a Democrat.,48,46.15
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,38055,94058,40.46,3,Daniel Carusello,(Prefers Democratic Party),5693,16.34
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,38055,94058,40.46,2,Shaun Scott,(Prefers Democratic Party),20578,59.05
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,38055,94058,40.46,14,Write-in,,303,0.87
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,38055,94058,40.46,4,Andrea Suarez,(Prefers Democratic Party),7035,20.19
43,430,State,Legislative,Legislative District No. 43,Representative Position No. 2,38055,94058,40.46,1,Stephanie LLoyd-Agnew,(Prefers Democrat Party),1240,3.56
137,1830,Precinct Committee Officer,PRECINCT,SHL 32-1053,Precinct Committee Officer - Republican,189,377,50.13,2,Ping Liu,I affirm I am a Republican.,13,24.07
137,1830,Precinct Committee Officer,PRECINCT,SHL 32-1053,Precinct Committee Officer - Republican,189,377,50.13,1,Laura Steinmetz,I affirm I am a Republican.,41,75.93
174,1840,Precinct Committee Officer,PRECINCT,SHL 32-1210,Precinct Committee Officer - Democratic,283,786,36.01,2,Hammad Hashmi,I affirm I am a Democrat.,33,22.00
174,1840,Precinct Committee Officer,PRECINCT,SHL 32-1210,Precinct Committee Officer - Democratic,283,786,36.01,1,Eric Scheir,I affirm I am a Democrat.,117,78.00
123,1110,Precinct Committee Officer,PRECINCT,RIDGE,Precinct Committee Officer - Democratic,268,908,29.52,1,Andee Sane,I affirm I am a Democrat.,65,52.42
123,1110,Precinct Committee Officer,PRECINCT,RIDGE,Precinct Committee Officer - Democratic,268,908,29.52,2,Nicholas Montgomery,I affirm I am a Democrat.,59,47.58
122,890,Precinct Committee Officer,PRECINCT,DES 33-2820,Precinct Committee Officer - Democratic,133,533,24.95,2,Rebecca Alexander,I affirm I am a Democrat.,40,53.33
122,890,Precinct Committee Officer,PRECINCT,DES 33-2820,Precinct Committee Officer - Democratic,133,533,24.95,1,Willie Mills,I affirm I am a Democrat.,35,46.67
90,1060,Precinct Committee Officer,PRECINCT,RED 48-0950,Precinct Committee Officer - Democratic,161,523,30.78,2,Mary G Wirta,I affirm I am a Democrat.,41,62.12
90,1060,Precinct Committee Officer,PRECINCT,RED 48-0950,Precinct Committee Officer - Democratic,161,523,30.78,1,Vikram Garlapati,I affirm I am a Democrat.,25,37.88
133,740,Precinct Committee Officer,PRECINCT,BEL 48-0221,Precinct Committee Officer - Republican,217,687,31.59,1,John E Carlson,I affirm I am a Republican.,45,80.36
133,740,Precinct Committee Officer,PRECINCT,BEL 48-0221,Precinct Committee Officer - Republican,217,687,31.59,2,Sachin Lande,I affirm I am a Republican.,11,19.64
66,790,Precinct Committee Officer,PRECINCT,BUR 33-0311,Precinct Committee Officer - Democratic,303,664,45.63,2,Sabrina Roach,I affirm I am a Democrat.,94,44.76
66,790,Precinct Committee Officer,PRECINCT,BUR 33-0311,Precinct Committee Officer - Democratic,303,664,45.63,1,Linda Akey,I affirm I am a Democrat.,116,55.24
142,1300,Precinct Committee Officer,PRECINCT,SEA 37-3580,Precinct Committee Officer - Democratic,190,536,35.45,2,James Lucking,I affirm I am a Democrat.,39,36.45
142,1300,Precinct Committee Officer,PRECINCT,SEA 37-3580,Precinct Committee Officer - Democratic,190,536,35.45,1,Fran Wood,I affirm I am a Democrat.,68,63.55
67,1200,Precinct Committee Officer,PRECINCT,SEA 36-1398,Precinct Committee Officer - Democratic,259,609,42.53,1,Julia Lain,I affirm I am a Democrat.,99,76.15
67,1200,Precinct Committee Officer,PRECINCT,SEA 36-1398,Precinct Committee Officer - Democratic,259,609,42.53,2,Mackenzie McAninch,I affirm I am a Democrat.,31,23.85
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,2,Dr Raul Garcia,(Prefers GOP Party),71539,13.15
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,8,Scott Nazarino,(Prefers Republican Party),18841,3.46
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,7,Henry Clay Dennison,(Prefers Socialist Workers Party),2556,0.47
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,4,Maria Cantwell,(Prefers Democratic Party),405739,74.56
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,6,Isaac A Holyk,(Prefers Republican Party),14136,2.60
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,11,Goodspaceguy,(Prefers Republican Party),3682,0.68
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,10,Thor Amundson,(Prefers Independent Party),1976,0.36
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,5,Chuck Jackson,(Prefers Independent Party),4182,0.77
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,21,Write-in,,971,0.18
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,3,David Tilton,(Prefers Non-Partisan Party),3732,0.69
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,9,Paul Lawrence Giesick,(Prefers Democratic Party),3951,0.73
1,10,Federal,Federal,Federal,United States Senator,554031,1391729,39.81,1,Mel Ram,(Prefers Republican Party),12882,2.37
17,170,State,Legislative,Legislative District No. 1,Representative Position No. 2,26754,61314,43.63,1,Shelley Kloba,(Prefers Democratic Party),19462,96.04
17,170,State,Legislative,Legislative District No. 1,Representative Position No. 2,26754,61314,43.63,11,Write-in,,802,3.96
59,590,Special Purpose District,Fire,King County Fire Protection District No. 16,Proposition No. 1,12126,26096,46.47,2,No,,4263,37.16
59,590,Special Purpose District,Fire,King County Fire Protection District No. 16,Proposition No. 1,12126,26096,46.47,1,Yes,,7209,62.84
120,1770,Precinct Committee Officer,PRECINCT,SET 33-3104,Precinct Committee Officer - Democratic,223,653,34.15,2,James W. Lovell,I affirm I am a Democrat.,69,50.36
120,1770,Precinct Committee Officer,PRECINCT,SET 33-3104,Precinct Committee Officer - Democratic,223,653,34.15,1,Katie Kresly,I affirm I am a Democrat.,68,49.64
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,149364,432277,34.55,15,Write-in,,260,0.18
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,149364,432277,34.55,4,Mark Greene,(Prefers Republican Party),9338,6.46
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,149364,432277,34.55,1,Melissa Chaudhry,(Prefers Democratic Party),29723,20.55
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,149364,432277,34.55,3,David Ishii,(Prefers Bipartisan Party),946,0.65
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,149364,432277,34.55,2,Paul Martin,(Prefers Republican Party),26379,18.24
5,50,Federal,Congressional,Congressional District No. 9,United States Representative,149364,432277,34.55,5,Adam Smith,(Prefers Democratic Party),78015,53.93
37,370,State,Legislative,Legislative District No. 37,Representative Position No. 1,38590,100928,38.24,11,Write-in,,695,2.11
37,370,State,Legislative,Legislative District No. 37,Representative Position No. 1,38590,100928,38.24,1,Sharon Tomiko Santos,(Prefers Democratic Party),32292,97.89
70,690,Precinct Committee Officer,PRECINCT,BEL 41-3371,Precinct Committee Officer - Republican,219,710,30.85,2,Curt Maier,I affirm I am a Republican.,34,69.39
70,690,Precinct Committee Officer,PRECINCT,BEL 41-3371,Precinct Committee Officer - Republican,219,710,30.85,1,Xia Currie,I affirm I am a Republican.,15,30.61
185,1550,Precinct Committee Officer,PRECINCT,SEA 46-2252,Precinct Committee Officer - Democratic,153,294,52.04,1,Paul Nacamuli,I affirm I am a Democrat.,47,52.22
185,1550,Precinct Committee Officer,PRECINCT,SEA 46-2252,Precinct Committee Officer - Democratic,153,294,52.04,2,Frank Field,I affirm I am a Democrat.,43,47.78
21,210,State,Legislative,Legislative District No. 11,Representative Position No. 1,28525,87958,32.43,1,David Hackney,(Prefers Democratic Party),20575,94.47
21,210,State,Legislative,Legislative District No. 11,Representative Position No. 1,28525,87958,32.43,11,Write-in,,1204,5.53
158,1580,Precinct Committee Officer,PRECINCT,SEA 46-2286,Precinct Committee Officer - Democratic,258,475,54.32,1,Cat Munsen,I affirm I am a Democrat.,77,57.04
158,1580,Precinct Committee Officer,PRECINCT,SEA 46-2286,Precinct Committee Officer - Democratic,258,475,54.32,2,David G Volk,I affirm I am a Democrat.,58,42.96
97,1100,Precinct Committee Officer,PRECINCT,RED 48-3415,Precinct Committee Officer - Democratic,242,858,28.21,1,Osman Salahuddin,I affirm I am a Democrat.,89,68.46
97,1100,Precinct Committee Officer,PRECINCT,RED 48-3415,Precinct Committee Officer - Democratic,242,858,28.21,2,Robin Kimzey,I affirm I am a Democrat.,41,31.54
47,470,State,Legislative,Legislative District No. 46,Representative Position No. 2,45652,102587,44.50,1,Darya Farivar,(Prefers Democratic Party),37957,88.54
47,470,State,Legislative,Legislative District No. 46,Representative Position No. 2,45652,102587,44.50,12,Write-in,,89,0.21
47,470,State,Legislative,Legislative District No. 46,Representative Position No. 2,45652,102587,44.50,2,Simone Barron,(Prefers Republican Party),4822,11.25
132,1000,Precinct Committee Officer,PRECINCT,NEW 41-1115,Precinct Committee Officer - Republican,317,764,41.49,2,David Witham,I affirm I am a Republican.,60,68.97
132,1000,Precinct Committee Officer,PRECINCT,NEW 41-1115,Precinct Committee Officer - Republican,317,764,41.49,1,Yingzhang Chen,I affirm I am a Republican.,27,31.03
171,1440,Precinct Committee Officer,PRECINCT,SEA 46-1269,Precinct Committee Officer - Democratic,212,394,53.81,1,Majken Ryherd,I affirm I am a Democrat.,73,80.22
171,1440,Precinct Committee Officer,PRECINCT,SEA 46-1269,Precinct Committee Officer - Democratic,212,394,53.81,2,Mark Hennon,I affirm I am a Democrat.,18,19.78
87,670,Precinct Committee Officer,PRECINCT,BEL 41-2429,Precinct Committee Officer - Democratic,344,816,42.16,1,Sonja Ross,I affirm I am a Democrat.,69,40.35
87,670,Precinct Committee Officer,PRECINCT,BEL 41-2429,Precinct Committee Officer - Democratic,344,816,42.16,2,Kat Pipkin,I affirm I am a Democrat.,102,59.65
24,240,State,Legislative,Legislative District No. 12,Representative Position No. 2,11369,26781,42.45,13,Write-in,,561,6.65
24,240,State,Legislative,Legislative District No. 12,Representative Position No. 2,11369,26781,42.45,3,Daniel Scott,(Prefers Republican Party),2547,30.18
24,240,State,Legislative,Legislative District No. 12,Representative Position No. 2,11369,26781,42.45,2,Mike Steele,(Prefers Republican Party),5330,63.17
69,640,Precinct Committee Officer,PRECINCT,BACUS,Precinct Committee Officer - Republican,345,761,45.34,1,Sayra Hill,I affirm I am a Republican.,30,31.58
69,640,Precinct Committee Officer,PRECINCT,BACUS,Precinct Committee Officer - Republican,345,761,45.34,2,Barbara Hagstrom,I affirm I am a Republican.,65,68.42
130,980,Precinct Committee Officer,PRECINCT,MARIAN,Precinct Committee Officer - Democratic,172,646,26.63,2,Danielle Davis,I affirm I am a Democrat.,66,66.67
130,980,Precinct Committee Officer,PRECINCT,MARIAN,Precinct Committee Officer - Democratic,172,646,26.63,1,Casper Carrillo,I affirm I am a Democrat.,33,33.33
93,1610,Precinct Committee Officer,PRECINCT,SEA 46-2314,Precinct Committee Officer - Democratic,225,423,53.19,1,Nancy Lichter,I affirm I am a Democrat.,109,71.71
93,1610,Precinct Committee Officer,PRECINCT,SEA 46-2314,Precinct Committee Officer - Democratic,225,423,53.19,2,Lori Lynn Mahieu,I affirm I am a Democrat.,43,28.29
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68251,175381,38.92,1,Orion Webster,(Prefers Republican Party),4150,6.24
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68251,175381,38.92,4,Suzan DelBene,(Prefers Democratic Party),48326,72.65
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68251,175381,38.92,6,Jeb Brewer,(Prefers Republican Party),5243,7.88
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68251,175381,38.92,5,Matt Heines,(Prefers Trump Republican Party),2457,3.69
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68251,175381,38.92,16,Write-in,,207,0.31
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68251,175381,38.92,2,Mary Silva,(Prefers Republican Party),3427,5.15
2,20,Federal,Congressional,Congressional District No. 1,United States Representative,68251,175381,38.92,3,Derek Chartrand,(Prefers Calm Rational GOP Party),2713,4.08
145,990,Precinct Committee Officer,PRECINCT,MERLOT,Precinct Committee Officer - Republican,230,495,46.46,1,Jeannie Kriha,I affirm I am a Republican.,33,60.00
145,990,Precinct Committee Officer,PRECINCT,MERLOT,Precinct Committee Officer - Republican,230,495,46.46,2,Deidre Britt Sagrelius,I affirm I am a Republican.,22,40.00
39,390,State,Legislative,Legislative District No. 41,State Senator,39967,99291,40.25,1,Lisa Wellman,(Prefers Democratic Party),27723,73.36
39,390,State,Legislative,Legislative District No. 41,State Senator,39967,99291,40.25,12,Write-in,,99,0.26
39,390,State,Legislative,Legislative District No. 41,State Senator,39967,99291,40.25,2,Jaskaran Singh Sarao,(Prefers Republican Party),9967,26.38
119,1570,Precinct Committee Officer,PRECINCT,SEA 46-2271,Precinct Committee Officer - Democratic,254,500,50.80,2,Margaret Cary,I affirm I am a Democrat.,92,75.41
119,1570,Precinct Committee Officer,PRECINCT,SEA 46-2271,Precinct Committee Officer - Democratic,254,500,50.80,1,Don Doering,I affirm I am a Democrat.,30,24.59
29,290,State,Legislative,Legislative District No. 32,Representative Position No. 1,23097,51987,44.43,12,Write-in,,26,0.12
29,290,State,Legislative,Legislative District No. 32,Representative Position No. 1,23097,51987,44.43,2,Lisa Rezac,(Prefers Republican Party),4166,18.71
29,290,State,Legislative,Legislative District No. 32,Representative Position No. 1,23097,51987,44.43,1,Cindy Ryu,(Prefers Democratic Party),18073,81.17
169,720,Precinct Committee Officer,PRECINCT,BEL 48-0212,Precinct Committee Officer - Democratic,231,701,32.95,2,Ron Lovell,I affirm I am a Democrat.,117,76.97
169,720,Precinct Committee Officer,PRECINCT,BEL 48-0212,Precinct Committee Officer - Democratic,231,701,32.95,1,Nagesh Pabbisetty,I affirm I am a Democrat.,35,23.03
186,840,Precinct Committee Officer,PRECINCT,COV 47-0566,Precinct Committee Officer - Republican,116,434,26.73,1,Lisa Templeton,I affirm I am a Republican.,35,68.63
186,840,Precinct Committee Officer,PRECINCT,COV 47-0566,Precinct Committee Officer - Republican,116,434,26.73,2,Kimberley Pitcher,I affirm I am a Republican.,16,31.37
155,1810,Precinct Committee Officer,PRECINCT,SHL 32-0474,Precinct Committee Officer - Democratic,149,360,41.39,2,Bradley Cabe,I affirm I am a Democrat.,31,50.00
155,1810,Precinct Committee Officer,PRECINCT,SHL 32-0474,Precinct Committee Officer - Democratic,149,360,41.39,1,Abe Bender,I affirm I am a Democrat.,31,50.00
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,4722,12923,36.54,14,Write-in,,7,0.16
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,4722,12923,36.54,1,Bill Thomas,(Prefers Democratic Party),346,7.74
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,4722,12923,36.54,3,Brian L. Gunn,(Prefers Democratic Party),1559,34.88
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,4722,12923,36.54,4,Brandon Beynon,(Prefers Republican Party),940,21.03
28,280,State,Legislative,Legislative District No. 31,Representative Position No. 2,4722,12923,36.54,2,Joshua Penner,(Prefers Republican Party),1618,36.20
45,450,State,Legislative,Legislative District No. 45,Representative Position No. 2,41007,97930,41.87,2,Melissa Demyan,(Prefers Democratic Party),16244,47.57
45,450,State,Legislative,Legislative District No. 45,Representative Position No. 2,41007,97930,41.87,12,Write-in,,1114,3.26
